file,is_perfect,class,time
INATRANDOM-100271582.jpg,1,lateral,96.17200000002049
INATRANDOM-101649950.jpg,0,dorsal,77.15600000001723
INATRANDOM-1101340.jpg,1,dorsolateral,71.51600000000326
INATRANDOM-12221075.jpg,0,dorsal,13.687000000034459
INATRANDOM-12316487.jpg,-1,bad,4.686999999976251
INATRANDOM-12343157.jpg,-1,bad,17.014999999955762
INATRANDOM-12774861.jpg,1,dorsolateral,46.0
INATRANDOM-12798848.jpg,1,dorsal,37.75
INATRANDOM-13165288.jpg,1,dorsolateral,32.21899999998277
INATRANDOM-13329531.jpg,0,lateral,38.64000000001397
INATRANDOM-13349711.jpg,0,dorsolateral,11.60899999999674
INATRANDOM-13564083.jpg,-1,bad,21.375000000058208
INATRANDOM-13618011.jpg,1,lateral,30.48499999998603
INATRANDOM-13758288.jpg,-1,bad,27.09300000005169
INATRANDOM-13960609.jpg,-1,bad,9.438000000023749
INATRANDOM-14379453.jpg,0,dorsolateral,67.93799999996554
INATRANDOM-14394859.jpg,0,lateral,12.46899999998277
INATRANDOM-14778069.jpg,1,dorsolateral,7.5
INATRANDOM-15153602.jpg,-1,bad,7.313000000023749
INATRANDOM-16111370.jpg,-1,bad,8.171999999962281
INATRANDOM-16156739.jpg,0,dorsolateral,63.39100000000326
INATRANDOM-17252164.jpg,0,dorsolateral,20.04699999996228
INATRANDOM-1766491.jpg,0,lateral,79.56199999997625
INATRANDOM-17984394.jpg,1,lateral,5.9689999999827705
INATRANDOM-1839508.jpg,-1,bad,1.7820000000065193
INATRANDOM-18610886.jpg,1,dorsolateral,9.125
INATRANDOM-1863615.jpg,-1,bad,5.64100000000326
INATRANDOM-19657985.jpg,-1,bad,1.4689999999827705
INATRANDOM-20091388.jpg,0,dorsolateral,6.9689999999827705
INATRANDOM-20255951.jpg,0,dorsal,8.03100000001723
INATRANDOM-20515232.jpg,1,dorsal,8.420999999972992
INATRANDOM-219675.jpg,0,dorsolateral,17.54700000002049
INATRANDOM-22604760.jpg,0,dorsolateral,10.10999999998603
INATRANDOM-24126477.jpg,0,lateral,9.51600000000326
INATRANDOM-25186647.jpg,-1,bad,4.5
INATRANDOM-25211783.jpg,0,dorsal,69.28100000001723
INATRANDOM-25311954.jpg,-1,bad,1.2179999999934807
INATRANDOM-25533209.jpg,1,lateral,3.155999999959022
INATRANDOM-25671702.jpg,0,lateral,7.219000000040978
INATRANDOM-26620343.jpg,1,lateral,4.01600000000326
INATRANDOM-27594908.jpg,0,lateral,18.75
INATRANDOM-27735709.jpg,0,dorsolateral,5.686999999976251
INATRANDOM-28748282.jpg,0,lateral,10.64100000000326
INATRANDOM-29082645.jpg,-1,bad,3.172000000020489
INATRANDOM-29150919.jpg,-1,bad,1.202999999979511
INATRANDOM-29280850.jpg,-1,bad,2.9369999999762513
INATRANDOM-2937686.jpg,-1,bad,1.1869999999762513
INATRANDOM-2964595.jpg,-1,bad,1.7810000000172295
INATRANDOM-29818892.jpg,0,dorsolateral,10.702999999979511
INATRANDOM-30274463.jpg,-1,bad,4.312000000034459
INATRANDOM-30628843.jpg,0,lateral,4.047000000020489
INATRANDOM-30647276.jpg,0,lateral,4.155999999959022
INATRANDOM-30788756.jpg,0,lateral,3.8439999999827705
INATRANDOM-31038972.jpg,0,dorsal,45.54700000002049
INATRANDOM-31267153.jpg,-1,bad,2.1560000000172295
INATRANDOM-31586008.jpg,0,lateral,50.96899999998277
INATRANDOM-3384665.jpg,-1,bad,1.8599999999860302
INATRANDOM-35033205.jpg,0,lateral,3.875
INATRANDOM-3513817.jpg,1,lateral,6.172000000020489
INATRANDOM-36828972.jpg,0,lateral,3.905999999959022
INATRANDOM-3696266.jpg,0,dorsolateral,5.10999999998603
INATRANDOM-37148380.jpg,0,lateral,3.3119999999762513
INATRANDOM-383174.jpg,-1,bad,1.1719999999622814
INATRANDOM-40049875.jpg,-1,bad,3.562000000034459
INATRANDOM-40995607.jpg,0,dorsolateral,6.2810000000172295
INATRANDOM-41767818.jpg,-1,bad,1.172000000020489
INATRANDOM-42341826.jpg,-1,bad,7.407000000006519
INATRANDOM-43010909.jpg,0,lateral,17.25
INATRANDOM-44401911.jpg,-1,bad,3.047000000020489
INATRANDOM-45416762.jpg,0,lateral,2.8290000000270084
INATRANDOM-47265879.jpg,-1,bad,1.7339999999967404
INATRANDOM-48294146.jpg,0,lateral,3.0310000000172295
INATRANDOM-49193775.jpg,-1,bad,1.7660000000032596
INATRANDOM-50823808.jpg,0,lateral,2.125
INATRANDOM-50841671.jpg,0,dorsal,3.4839999999967404
INATRANDOM-51034990.jpg,0,dorsolateral,8.65600000001723
INATRANDOM-51227361.jpg,0,dorsal,2.5320000000065193
INATRANDOM-51460798.jpg,0,dorsolateral,2.8589999999967404
INATRANDOM-52074059.jpg,0,dorsolateral,4.092999999993481
INATRANDOM-52207882.jpg,1,dorsal,10.65600000001723
INATRANDOM-52250232.jpg,-1,bad,1.4059999999590218
INATRANDOM-52329898.jpg,0,dorsal,2.9369999999762513
INATRANDOM-53286007.jpg,0,lateral,4.796999999962281
INATRANDOM-53290128.jpg,0,lateral,2.827999999979511
INATRANDOM-53595094.jpg,0,dorsolateral,1821.5630000000237
INATRANDOM-53792710.jpg,0,lateral,2.219000000040978
INATRANDOM-54950695.jpg,0,dorsolateral,9.796999999962281
INATRANDOM-55194883.jpg,-1,bad,2.1719999999622814
INATRANDOM-56255668.jpg,0,dorsolateral,13.061999999976251
INATRANDOM-57167699.jpg,-1,bad,1.4070000000065193
INATRANDOM-57928706.jpg,1,dorsal,21.0
INATRANDOM-58078909.jpg,-1,bad,5.186999999976251
INATRANDOM-5830493.jpg,-1,bad,2.1869999999762513
INATRANDOM-5899325.jpg,0,dorsolateral,20.625
INATRANDOM-59869405.jpg,0,dorsolateral,3.9070000000065193
INATRANDOM-59943821.jpg,-1,bad,3.1719999999622814
INATRANDOM-6555717.jpg,1,dorsal,7.952999999979511
INATRANDOM-6577665.jpg,0,lateral,4.98499999998603
INATRANDOM-65918392.jpg,0,lateral,3.7959999999729916
INATRANDOM-66705586.jpg,0,dorsolateral,6.2810000000172295
INATRANDOM-6682596.jpg,0,dorsolateral,7.375
INATRANDOM-668275.jpg,-1,bad,9.59299999999348
INATRANDOM-6900539.jpg,-1,bad,2.89000000001397
INATRANDOM-6957157.jpg,-1,bad,1.3910000000032596
INATRANDOM-70094409.jpg,0,lateral,2.6709999999729916
INATRANDOM-704851.jpg,0,lateral,1.797000000020489
INATRANDOM-7195055.jpg,-1,bad,4.672000000020489
INATRANDOM-7198278.jpg,0,lateral,2.764999999955762
INATRANDOM-73428826.jpg,-1,bad,1.202999999979511
INATRANDOM-74581257.jpg,-1,bad,1.172000000020489
INATRANDOM-7461461.jpg,0,lateral,6.1560000000172295
INATRANDOM-75002557.jpg,-1,bad,3.405999999959022
INATRANDOM-7517109.jpg,1,lateral,4.203000000037719
INATRANDOM-7533643.jpg,-1,bad,1.577999999979511
