file,class,is_perfect,time
INATRANDOM-100251678.jpg,bad,-1,20.761996512999985
INATRANDOM-100721663.jpg,dorsolateral,0,12.602741592000001
INATRANDOM-100860282.jpg,lateral,1,15.337972303000015
INATRANDOM-101238595.jpg,bad,-1,1.6224728230000096
INATRANDOM-10132693.jpg,bad,-1,0.7491810120000082
INATRANDOM-101649950.jpg,dorsal,0,7.385790259999993
INATRANDOM-10169127.jpg,dorsolateral,0,9.000199820999995
INATRANDOM-10547182.jpg,bad,-1,2.2106833980000147
INATRANDOM-1162548.jpg,bad,-1,2.3443875939999828
INATRANDOM-12343157.jpg,dorsolateral,0,4.5565873110000155
INATRANDOM-12471383.jpg,bad,-1,7.779601099999979
INATRANDOM-12774861.jpg,dorsolateral,1,5.002747838999994
INATRANDOM-12957504.jpg,lateral,0,3.4570055419999903
INATRANDOM-13074986.jpg,lateral,0,4.8585351689999925
INATRANDOM-13129278.jpg,dorsal,1,7.815568681999991
INATRANDOM-13162491.jpg,bad,-1,2.4820678399999565
INATRANDOM-13186618.jpg,dorsolateral,0,35.34204377499998
INATRANDOM-13329531.jpg,lateral,0,9.03225954300001
INATRANDOM-13329693.jpg,lateral,0,3.2815668459999756
INATRANDOM-13618011.jpg,lateral,0,2.7038907559999643
INATRANDOM-13730742.jpg,bad,-1,3.355079345999968
INATRANDOM-13751840.jpg,lateral,1,4.6874177569999915
INATRANDOM-13820228.jpg,bad,-1,1.5604749139999967
INATRANDOM-13902889.jpg,dorsolateral,0,2.240784399000006
INATRANDOM-13960609.jpg,bad,-1,1.6652790690000074
INATRANDOM-13966561.jpg,lateral,0,2.364333510999984
INATRANDOM-13978473.jpg,lateral,0,1.864519664999989
INATRANDOM-13983514.jpg,bad,-1,2.0041929980000077
INATRANDOM-14087075.jpg,lateral,0,3.3654461579999975
INATRANDOM-14087380.jpg,lateral,1,2.245048429999997
INATRANDOM-14129713.jpg,bad,-1,2.9475977789999774
INATRANDOM-14170119.jpg,bad,-1,1.8717249770000421
INATRANDOM-14354746.jpg,dorsal,1,4.046480697999982
INATRANDOM-14379453.jpg,lateral,0,2.899092734000021
INATRANDOM-14406661.jpg,dorsal,0,3.2809196670000347
INATRANDOM-14436020.jpg,bad,-1,1.460329910999974
INATRANDOM-14494702.jpg,bad,-1,1.450588702999994
INATRANDOM-1458280.jpg,lateral,0,5.215510348000009
INATRANDOM-14631260.jpg,lateral,0,1.8430543570000282
INATRANDOM-14689579.jpg,bad,-1,0.9152545050000072
INATRANDOM-14706654.jpg,dorsal,0,2.0745973100000015
INATRANDOM-14730277.jpg,lateral,0,3.571805590999986
INATRANDOM-14886688.jpg,bad,-1,0.9058459969999717
INATRANDOM-14958735.jpg,bad,-1,2.0748078510000028
INATRANDOM-15021108.jpg,dorsolateral,0,9.961742936999997
INATRANDOM-15092327.jpg,lateral,0,9.75144020199997
INATRANDOM-15105156.jpg,dorsal,0,2.032896730999994
INATRANDOM-15179803.jpg,lateral,0,3.417908668999985
INATRANDOM-15372054.jpg,lateral,0,1.5306678369999531
INATRANDOM-15423811.jpg,dorsolateral,0,2.9089002590000064
INATRANDOM-15699793.jpg,dorsolateral,0,4.300932669000019
INATRANDOM-15798624.jpg,lateral,0,3.009048195000048
INATRANDOM-15802763.jpg,dorsal,1,2.648673484000028
INATRANDOM-15830645.jpg,dorsolateral,0,4.20943728200001
INATRANDOM-1585049.jpg,lateral,0,4.718631800999958
INATRANDOM-16024962.jpg,bad,-1,4.74045885999999
INATRANDOM-16118100.jpg,lateral,0,2.755490242999997
INATRANDOM-16153555.jpg,bad,-1,1.752597623999975
INATRANDOM-16261741.jpg,bad,-1,1.4512722679999683
INATRANDOM-17115928.jpg,lateral,0,2.0990090320000263
INATRANDOM-17127871.jpg,lateral,0,2.0182321329999695
INATRANDOM-1766491.jpg,dorsolateral,0,2.514364489000002
INATRANDOM-18048277.jpg,bad,-1,0.9536150620000399
INATRANDOM-18070442.jpg,dorsal,0,2.129174933999991
INATRANDOM-18569785.jpg,lateral,0,9.671876929999996
INATRANDOM-1863615.jpg,bad,-1,1.4452133010000239
INATRANDOM-1869262.jpg,dorsal,0,1.2458727660000477
INATRANDOM-19495085.jpg,bad,-1,1.211809411000047
INATRANDOM-19830699.jpg,bad,-1,0.862647657000025
INATRANDOM-20227556.jpg,bad,-1,5.47311259199995
INATRANDOM-20941922.jpg,lateral,1,2.3278739599999767
INATRANDOM-2099162.jpg,bad,-1,1.0046565129999863
