file,good,dorsal_lateral,time
10086216_899.jpg,1,lateral,8.06199999999808
103955005_995.jpg,0,0,2.4539999999979045
1048291_634.jpg,0,0,2.764999999999418
10505150_805.jpg,1,lateral,1.8130000000019209
10571878_704.jpg,1,lateral,5.890999999995984
1088260_874.jpg,1,lateral,1.5780000000013388
1126651_837.jpg,1,lateral,2.311999999998079
11470573_974.jpg,0,0,4.952999999994063
12565055_604.jpg,1,dorsal,6.061999999998079
1278120_520.jpg,1,lateral,1.3280000000013388
14013470_517.jpg,1,lateral,1.0940000000045984
14601680_583.jpg,0,0,1.2819999999992433
15123116_527.jpg,1,lateral,1.860000000000582
15126155_576.jpg,1,lateral,1.125
15312748_135.jpg,0,0,9.359000000004016
15357343_836.jpg,1,dorsal,2.0160000000032596
1569499_973.jpg,1,lateral,9.155999999995402
15879841_752.jpg,1,lateral,12.48399999999674
16226364_777.jpg,0,0,1.7030000000013388
16265500_720.jpg,0,0,93.92199999999866
16272448_645.jpg,1,dorsal,11.796999999998661
1653789_935.jpg,1,lateral,14.76600000000326
16779638_41.jpg,0,0,3.735000000000582
1797874_820.jpg,0,0,1.0
1844924_720.jpg,0,0,4.3439999999973224
18600171_776.jpg,0,0,1.5630000000019209
18616685_162.jpg,0,0,1.2189999999973224
18665422_562.jpg,0,0,1.0939999999973224
1870246_839.jpg,1,lateral,1.6089999999967404
18760185_247.jpg,1,lateral,5.968000000000757
189868_345.jpg,0,0,7.421999999998661
19431466_134.jpg,1,dorsal,1.3430000000007567
1950090_307.jpg,0,0,2.4060000000026776
20171544_133.jpg,1,dorsal,11.578999999997905
2428390_628.jpg,1,lateral,3.5939999999973224
27049623_17.jpg,1,dorsal,1.0619999999980791
27892245_413.jpg,0,0,0.9219999999986612
28394742_676.jpg,1,lateral,1.8130000000019209
28407836_274.jpg,1,lateral,1.2969999999986612
284464_72.jpg,1,lateral,1.7189999999973224
28823980_902.jpg,0,0,2.6719999999986612
29151236_194.jpg,0,0,6.985000000000582
29489398_178.jpg,1,lateral,1.4690000000045984
30072896_433.jpg,1,dorsal,2.9530000000013388
30093929_539.jpg,0,0,0.75
30322068_714.jpg,0,0,2.610000000000582
30796383_427.jpg,0,0,0.9850000000005821
31364710_443.jpg,1,dorsal,1.2970000000059372
31669612_161.jpg,1,lateral,1.2189999999973224
32020171_201.jpg,0,0,1.2809999999954016
3219114_550.jpg,0,0,1.25
32283186_115.jpg,0,0,2.422000000005937
32289512_469.jpg,0,0,3.1410000000032596
32380556_85.jpg,0,0,3.9060000000026776
32469153_592.jpg,1,dorsal,1.125
33158579_675.jpg,1,lateral,2.1089999999967404
33217510_863.jpg,0,0,4.796999999998661
33499496_27.jpg,0,0,3.6089999999967404
33853317_807.jpg,1,lateral,3.811999999998079
33853428_57.jpg,0,0,3.3910000000032596
33988310_800.jpg,0,0,1.0309999999954016
34488690_927.jpg,0,0,7.25
35152084_615.jpg,1,lateral,4.25
35650088_327.jpg,0,0,6.359000000004016
35883342_285.jpg,0,0,1.5
3702128_525.jpg,1,lateral,4.406999999999243
37703863_21.jpg,1,lateral,0.9840000000040163
39567765_832.jpg,0,0,5.35899999999674
4067707_267.jpg,1,dorsal,1.7810000000026776
4069455_870.jpg,0,0,0.9689999999973224
4233682_156.jpg,0,0,0.9219999999986612
4523241_209.jpg,0,0,0.7969999999986612
45975485_622.jpg,1,dorsal,1.7809999999954016
47438983_582.jpg,0,0,1.125
50211270_109.jpg,0,0,1.110000000000582
50361747_902.jpg,1,dorsal,1.562000000005355
52141679_935.jpg,1,lateral,1.4059999999954016
52381555_241.jpg,0,0,0.8600000000005821
52856670_411.jpg,0,0,1.6880000000019209
52959087_24.jpg,0,0,0.6720000000059372
53548142_475.jpg,1,lateral,2.0469999999986612
54043475_111.jpg,1,lateral,7.764999999999418
54214992_712.jpg,1,lateral,1.0
54218667_126.jpg,0,0,1.0789999999979045
5449550_629.jpg,0,0,1.187999999994645
54594837_418.jpg,0,0,0.8590000000040163
54852222_198.jpg,0,0,0.8120000000053551
5498347_357.jpg,0,0,0.7810000000026776
56079691_185.jpg,0,0,1.75
56688290_412.jpg,0,0,0.7339999999967404
56776731_71.jpg,0,0,0.8899999999994179
56900050_819.jpg,0,0,1.7969999999986612
57070032_784.jpg,0,0,1.0
57157661_93.jpg,1,lateral,2.1410000000032596
57241387_182.jpg,0,0,0.7969999999986612
57275756_215.jpg,0,0,1.0780000000013388
58619312_771.jpg,0,0,0.7340000000040163
58724309_340.jpg,0,0,0.6719999999986612
58924200_97.jpg,1,lateral,6.985000000000582
59504095_549.jpg,0,0,0.7809999999954016
59938901_197.jpg,1,dorsal,1.2969999999986612
61456358_751.jpg,0,0,4.813000000001921
62307668_36.jpg,0,0,1.110000000000582
64050375_617.jpg,0,0,4.765999999995984
67864511_458.jpg,1,dorsal,4.389999999999418
68182678_912.jpg,0,0,1.0939999999973224
68716858_699.jpg,1,lateral,1.8439999999973224
68776793_972.jpg,0,0,4.702999999994063
6884810_129.jpg,0,0,2.7180000000007567
69154799_82.jpg,0,0,2.547000000005937
6948968_873.jpg,0,0,0.8280000000013388
70021440_391.jpg,1,lateral,2.327999999994063
70083372_82.jpg,1,dorsal,1.3439999999973224
7116439_517.jpg,0,0,0.9059999999954016
7126845_897.jpg,0,0,6.10899999999674
730306_213.jpg,0,0,1.3119999999980791
7431807_381.jpg,1,dorsal,3.062999999994645
7597682_619.jpg,0,0,2.827000000004773
7733579_409.jpg,0,0,4.923000000002503
806291_52.jpg,0,0,4.35899999999674
822635_422.jpg,1,lateral,7.468000000000757
84639553_93.jpg,0,0,1.3119999999980791
84923507_674.jpg,0,0,1.3279999999940628
84953304_994.jpg,0,0,3.2660000000032596
86516099_504.jpg,0,0,2.813000000001921
86658049_617.jpg,0,0,2.6410000000032596
87629166_500.jpg,0,0,1.1569999999992433
88407012_840.jpg,0,0,1.1560000000026776
88474100_275.jpg,0,0,2.1719999999986612
88708098_930.jpg,0,0,0.7350000000005821
88741163_652.jpg,0,0,1.639999999999418
89258132_507.jpg,0,0,0.7969999999986612
90205128_819.jpg,0,0,2.3280000000013388
91157569_899.jpg,0,0,2.110000000007858
91305366_997.jpg,0,0,2.061999999998079
91321678_984.jpg,0,0,0.7350000000005821
91393189_453.jpg,0,0,2.9840000000040163
91864522_65.jpg,1,dorsal,1.4380000000019209
92383767_2.jpg,0,0,0.6410000000032596
92734240_72.jpg,0,0,0.8589999999967404
92840128_110.jpg,0,0,0.8119999999980791
93791292_311.jpg,0,0,0.7189999999973224
94499648_78.jpg,0,0,0.7649999999994179
