file,class,is_perfect,time
INATRANDOM-101058389.jpg,lateral,0,4.928278877999901
INATRANDOM-11954040.jpg,dorsolateral,1,6.467070453999895
INATRANDOM-12149440.jpg,lateral,0,1.541894091000131
INATRANDOM-13109678.jpg,lateral,0,1.5976899380000305
INATRANDOM-13227677.jpg,dorsal,0,1.4108149940000203
INATRANDOM-13433004.jpg,bad,-1,1.306734884999969
INATRANDOM-13758288.jpg,lateral,0,1.0389707169999838
INATRANDOM-14097842.jpg,lateral,0,1.6985098519999156
INATRANDOM-14211849.jpg,dorsal,0,1.2701359969998975
INATRANDOM-14228316.jpg,lateral,0,1.2168683939999028
INATRANDOM-14438512.jpg,dorsolateral,0,2.371264179000036
INATRANDOM-15989078.jpg,bad,-1,1.0745244419999835
INATRANDOM-17550034.jpg,bad,-1,1.6275224670000625
INATRANDOM-17816213.jpg,bad,-1,0.9203232749998733
INATRANDOM-20804577.jpg,dorsolateral,0,2.4552266850000706
INATRANDOM-24271352.jpg,lateral,0,1.958314079999809
INATRANDOM-251793.jpg,bad,-1,1.113488426999993
INATRANDOM-26897533.jpg,bad,-1,1.5922428010001113
INATRANDOM-27765916.jpg,bad,-1,1.1757808300001216
INATRANDOM-28777256.jpg,bad,-1,1.0725063450001926
INATRANDOM-30079828.jpg,lateral,0,1.9933051350001278
INATRANDOM-3826755.jpg,bad,-1,0.989685234000035
INATRANDOM-4184628.jpg,dorsolateral,0,4.018606664000117
INATRANDOM-45750762.jpg,lateral,0,2.1700229650000438
INATRANDOM-47135318.jpg,bad,-1,1.3324466640001447
INATRANDOM-48184913.jpg,dorsal,1,2.8018833979999727
INATRANDOM-48718269.jpg,bad,-1,1.8395839299998897
INATRANDOM-49421864.jpg,dorsal,0,2.66692354099996
INATRANDOM-50481864.jpg,dorsal,0,1.3938342530000227
INATRANDOM-50620643.jpg,dorsal,0,1.513654987999871
INATRANDOM-52740931.jpg,bad,-1,0.9729591529999198
INATRANDOM-55431557.jpg,lateral,0,1.8384326539999165
INATRANDOM-5547992.jpg,lateral,0,5.874454894999872
INATRANDOM-55807858.jpg,bad,-1,1.0301821970001583
INATRANDOM-56998856.jpg,bad,-1,3.596064037999895
INATRANDOM-57451030.jpg,lateral,0,2.140055545999985
INATRANDOM-5771140.jpg,bad,-1,0.8040643629999522
INATRANDOM-58782896.jpg,lateral,0,2.3981299590000162
INATRANDOM-59567154.jpg,lateral,0,1.2790607479998926
INATRANDOM-62376626.jpg,lateral,0,1.2943279200001143
INATRANDOM-6791773.jpg,dorsal,0,1.316819133999843
INATRANDOM-6876297.jpg,lateral,0,1.9280042570001115
INATRANDOM-77741111.jpg,lateral,0,1.4531513269998868
INATRANDOM-78461131.jpg,dorsal,0,2.2285928520000198
INATRANDOM-81960610.jpg,lateral,0,2.0220012750000933
INATRANDOM-82532936.jpg,lateral,0,0.932402791999948
INATRANDOM-82886076.jpg,lateral,0,0.8433401919999142
INATRANDOM-85271685.jpg,bad,-1,1.7810340209998685
INATRANDOM-8925504.jpg,dorsolateral,0,2.2496878760000527
INATRANDOM-93634847.jpg,dorsal,0,4.8821084509997945
