2611398990	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/44320951	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Tramea	Tramea onusta		SPECIES	Tramea onusta Hagen, 1861	Tramea onusta		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.98468	-97.862291	2.0						2020-04-28T15:07:00	28	4	2020	1428484	1428484	HUMAN_OBSERVATION	iNaturalist	Observations	44320951		Benjamin Schwartz	2020-04-30T00:30:30	CC_BY_NC_4_0	Benjamin Schwartz	Benjamin Schwartz			2021-12-08T05:48:19.619Z	StillImage	COORDINATE_ROUNDED
2850539800	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/54396386	Animalia	Arthropoda	Insecta	Odonata	Calopterygidae	Calopteryx	Calopteryx maculata		SPECIES	Calopteryx maculata Palisot de Beauvois, 1807	Calopteryx maculata		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.606322	-69.121901	10.0						2020-07-26T09:55:57	26	7	2020	5052005	5052005	HUMAN_OBSERVATION	iNaturalist	Observations	54396386		masssteve	2020-07-27T15:14:48	CC_BY_NC_4_0	elbatch	elbatch			2021-12-08T04:59:54.619Z	StillImage	COORDINATE_ROUNDED
2862312677	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58577341	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Perithemis	Perithemis intensa		SPECIES	Perithemis intensa Kirby, 1889	Perithemis intensa		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.871057	-117.763343	194.0						2020-09-04T16:33:00	4	9	2020	1428065	1428065	HUMAN_OBSERVATION	iNaturalist	Observations	58577341		juliabohemian	2020-09-05T05:52:12	CC_BY_NC_4_0	juliabohemian	juliabohemian			2021-12-08T05:51:00.622Z	StillImage;StillImage;StillImage;StillImage	COORDINATE_ROUNDED
3124773748	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/80430652	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Arigomphus	Arigomphus lentulus		SPECIES	Arigomphus lentulus Needham, 1902	Arigomphus lentulus		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.189488	-97.614309	4.0						2021-05-26T08:32:00	26	5	2021	1425907	1425907	HUMAN_OBSERVATION	iNaturalist	Observations	80430652		Eric Isley	2021-05-27T00:54:25	CC_BY_NC_4_0	Eric Isley	Eric Isley			2021-12-08T05:53:37.594Z	StillImage	COORDINATE_ROUNDED
3384042860	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/94785214	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Enallagma	Enallagma civile		SPECIES	Enallagma civile Hagen, 1861	Enallagma civile		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.7783	-97.478255	22.0						2021-09-10T11:11:25	10	9	2021	5051321	5051321	HUMAN_OBSERVATION	iNaturalist	Observations	94785214		Benjamin Schwartz	2021-09-14T11:52:57	CC_BY_NC_4_0	kayahoverman	kayahoverman			2021-12-08T06:05:30.405Z	StillImage;StillImage	
1088947748	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/1393319	Animalia	Arthropoda	Insecta	Odonata	Gomphidae	Ophiogomphus	Ophiogomphus westfalli		SPECIES	Ophiogomphus westfalli Cook & Daigle, 1985	Ophiogomphus westfalli		US		Arkansas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.153525	-93.005857	53.0						2012-06-05T00:00:00	5	6	2012	1426046	1426046	HUMAN_OBSERVATION	iNaturalist	Observations	1393319		Diana-Terry Hibbitts	2015-04-14T15:12:23	CC_BY_NC_4_0	Diana-Terry Hibbitts	Diana-Terry Hibbitts			2021-12-08T04:57:21.264Z	StillImage	COORDINATE_ROUNDED
1584418874	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/7180621	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Plathemis	Plathemis lydia		SPECIES	Plathemis lydia (Drury, 1773)	Plathemis lydia		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.768393	-99.072604	61.0						2016-07-16T11:30:00	16	7	2016	4302510	4302510	HUMAN_OBSERVATION	iNaturalist	Observations	7180621		Mike Dillon	2017-07-24T00:29:11	CC_BY_NC_4_0	Mike Dillon	Mike Dillon			2021-12-08T05:46:43.458Z	StillImage	COORDINATE_ROUNDED
2294403172	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/16664733	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Pachydiplax	Pachydiplax longipennis		SPECIES	Pachydiplax longipennis Burmeister, 1839	Pachydiplax longipennis		US		North Carolina	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.4944	-82.61439							2018-09-08T13:42:00	8	9	2018	1428054	1428054	HUMAN_OBSERVATION	iNaturalist	Observations	16664733		ecoexplore_wnc	2018-09-18T18:48:32	CC_BY_NC_4_0	ecoexplore_wnc	ecoexplore_wnc			2021-12-08T05:46:16.581Z	StillImage	
2283220139	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/28416467	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Celithemis	Celithemis eponina		SPECIES	Celithemis eponina Drury, 1773	Celithemis eponina		US		Ohio	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.58084	-82.974287							2019-07-07T11:52:00	7	7	2019	1428517	1428517	HUMAN_OBSERVATION	iNaturalist	Observations	28416467		Alisa DeMatteo	2019-07-08T04:46:58	CC_BY_NC_4_0	Alisa DeMatteo	Alisa DeMatteo			2021-12-08T05:49:14.945Z	StillImage	COORDINATE_ROUNDED
2563516548	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/37744487	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Plathemis	Plathemis lydia		SPECIES	Plathemis lydia (Drury, 1773)	Plathemis lydia		US		Washington	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.544515	-122.692558	31.0						2015-07-01T14:04:00	1	7	2015	4302510	4302510	HUMAN_OBSERVATION	iNaturalist	Observations	37744487		Joshua Lincoln	2020-01-19T16:11:00	CC_BY_NC_4_0	T. Abe Lloyd	T. Abe Lloyd			2021-12-08T04:59:25.915Z	StillImage	COORDINATE_ROUNDED
