2851151088	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/55992673	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Pachydiplax	Pachydiplax longipennis		SPECIES	Pachydiplax longipennis Burmeister, 1839	Pachydiplax longipennis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.889206	-73.892989	6.0						2020-08-09T11:46:00	9	8	2020	1428054	1428054	HUMAN_OBSERVATION	iNaturalist	Observations	55992673		Sandy Wolkenberg	2020-08-10T03:17:44	CC_BY_NC_4_0	Benigno Veraz	Benigno Veraz			2021-12-08T05:00:10.086Z	StillImage	COORDINATE_ROUNDED
2851069024	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/56664069	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Ischnura	Ischnura ramburii		SPECIES	Ischnura ramburii Selys, 1850	Ischnura ramburii		US		New Jersey	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.935007	-74.954949	535.0						2009-06-27T10:13:00	27	6	2009	1423387	1423387	HUMAN_OBSERVATION	iNaturalist	Observations	56664069		Aaron Reb	2020-08-19T14:55:09	CC_BY_4_0	John Beetham	John Beetham			2021-12-08T05:57:21.776Z	StillImage	COORDINATE_ROUNDED
2963960843	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/63517820	Animalia	Arthropoda	Insecta	Odonata	Aeshnidae	Aeshna	Aeshna palmata		SPECIES	Aeshna palmata Hagen, 1856	Aeshna palmata		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.699614	-124.141882	52.0						2020-10-25T13:56:55	25	10	2020	1425279	1425279	HUMAN_OBSERVATION	iNaturalist	Observations	63517820		supbuttercup	2020-10-25T21:00:48	CC_BY_NC_4_0	supbuttercup	supbuttercup			2021-12-08T05:01:35.634Z	StillImage;StillImage	COORDINATE_ROUNDED
3301873022	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81248674	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Celithemis	Celithemis amanda		SPECIES	Celithemis amanda Hagen, 1861	Celithemis amanda		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.379495	-87.420333							2021-06-01T15:55:24	1	6	2021	1428520	1428520	HUMAN_OBSERVATION	iNaturalist	Observations	81248674		Eric Blomberg	2021-06-02T00:36:44	CC_BY_NC_4_0	Eric Blomberg	Eric Blomberg			2021-12-08T05:03:39.470Z	StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage	COORDINATE_ROUNDED
3320901791	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/84560539	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Libellula	Libellula luctuosa		SPECIES	Libellula luctuosa Burmeister, 1839	Libellula luctuosa		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.722099	-98.125386	127.0						2021-06-26T10:10:21	26	6	2021	1427951	1427951	HUMAN_OBSERVATION	iNaturalist	Observations	84560539		Joshua Lincoln	2021-06-26T15:39:10	CC_BY_NC_4_0	bjb1201	bjb1201			2021-12-08T05:05:39.153Z	StillImage	COORDINATE_ROUNDED
3328060331	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/86846734	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Ischnura	Ischnura posita		SPECIES	Ischnura posita Hagen, 1861	Ischnura posita		US		North Carolina	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.280128	-78.911353	5.0						2021-07-12T17:08:27	12	7	2021	1423333	1423333	HUMAN_OBSERVATION	iNaturalist	Observations	86846734		wildscallions	2021-07-13T13:17:01	CC_BY_NC_4_0	wildscallions	wildscallions			2021-12-08T05:06:02.099Z	StillImage	COORDINATE_ROUNDED
3335158918	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/89423244	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Ischnura	Ischnura posita		SPECIES	Ischnura posita Hagen, 1861	Ischnura posita		US		Ohio	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.993855	-80.73727	27723.0						2021-07-09T16:23:00	9	7	2021	1423333	1423333	HUMAN_OBSERVATION	iNaturalist	Observations	89423244		roamingthewoods	2021-08-01T02:23:01	CC_BY_NC_4_0	roamingthewoods	roamingthewoods			2021-12-08T05:56:55.239Z	StillImage	COORDINATE_ROUNDED
3391528107	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/98001154	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	Lestes vigilax		SPECIES	Lestes vigilax Hagen, 1862	Lestes vigilax		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	28.044973	-80.934635	54.0						2021-10-11T12:20:00	11	10	2021	5051542	5051542	HUMAN_OBSERVATION	iNaturalist	Observations	98001154		Mikie Green	2021-10-12T13:46:42	CC0_1_0	dvollmar	dvollmar			2021-12-08T06:02:07.345Z	StillImage	COORDINATE_ROUNDED
1135355762	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/1874535	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Plathemis	Plathemis lydia		SPECIES	Plathemis lydia (Drury, 1773)	Plathemis lydia		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.849337	-98.553669	55.0						2015-08-13T00:00:00	13	8	2015	4302510	4302510	HUMAN_OBSERVATION	iNaturalist	Observations	1874535		Paula Savage	2015-08-19T19:16:53	CC_BY_NC_4_0	Paula Savage	Paula Savage			2021-12-08T05:47:43.352Z	StillImage	
1143558026	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/2014042	Animalia	Arthropoda	Insecta	Odonata	Libellulidae	Libellula	Libellula cyanea		SPECIES	Libellula cyanea Fabricius, 1775	Libellula cyanea		US		Virginia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.940333	-77.625664							2014-06-07T18:11:10	7	6	2014	1427894	1427894	HUMAN_OBSERVATION	iNaturalist	Observations	2014042		Scott Shaw	2015-09-30T03:19:12	CC_BY_NC_4_0	Scott Shaw	Scott Shaw			2021-12-08T05:45:24.659Z	StillImage	COORDINATE_ROUNDED
