file,is_perfect,class,time
INATRANDOM-100152913.jpg,-1,bad,13.421999999991385
INATRANDOM-100271582.jpg,0,lateral,28.71899999998277
INATRANDOM-100713115.jpg,0,dorsolateral,19.89100000000326
INATRANDOM-101216733.jpg,1,dorsolateral,5.905999999988126
INATRANDOM-101851426.jpg,-1,bad,9.5
INATRANDOM-10331862.jpg,-1,bad,13.39000000001397
INATRANDOM-1106611.jpg,1,dorsolateral,18.421999999991385
INATRANDOM-11104698.jpg,1,dorsolateral,9.047000000020489
INATRANDOM-11466410.jpg,-1,bad,1.5780000000086147
INATRANDOM-1201150.jpg,1,dorsolateral,9.875
INATRANDOM-12280719.jpg,0,dorsal,14.453999999997905
INATRANDOM-12403955.jpg,-1,bad,53.14100000000326
INATRANDOM-12567701.jpg,0,lateral,8.71799999999348
INATRANDOM-12882703.jpg,1,dorsolateral,5.125
INATRANDOM-12924110.jpg,-1,bad,24.640999999974156
INATRANDOM-13015420.jpg,0,lateral,24.34299999999348
INATRANDOM-13130823.jpg,-1,bad,1.937000000005355
INATRANDOM-13165288.jpg,1,dorsolateral,13.51600000000326
INATRANDOM-13425308.jpg,-1,bad,2.0310000000172295
INATRANDOM-13439127.jpg,0,lateral,19.68800000002375
INATRANDOM-13480981.jpg,1,dorsolateral,11.15600000001723
INATRANDOM-13564083.jpg,-1,bad,1.312000000005355
INATRANDOM-13611349.jpg,0,dorsolateral,9.187999999994645
INATRANDOM-13648550.jpg,-1,bad,2.812000000005355
INATRANDOM-13809113.jpg,0,dorsolateral,15.98499999998603
INATRANDOM-13817325.jpg,0,dorsal,25.0
INATRANDOM-13833668.jpg,0,dorsolateral,3.4690000000118744
INATRANDOM-1384750.jpg,-1,bad,1.4059999999881256
INATRANDOM-13876951.jpg,0,dorsal,4.875
INATRANDOM-1391357.jpg,0,dorsolateral,10.530999999988126
INATRANDOM-1391584.jpg,0,lateral,9.437000000005355
INATRANDOM-13932536.jpg,-1,bad,4.0
INATRANDOM-14151942.jpg,-1,bad,1.0780000000086147
INATRANDOM-14188993.jpg,0,dorsal,8.297000000020489
INATRANDOM-14202745.jpg,0,dorsolateral,4.047000000020489
INATRANDOM-14242762.jpg,-1,bad,3.5309999999881256
INATRANDOM-14343440.jpg,-1,bad,22.453000000008615
INATRANDOM-14419699.jpg,0,lateral,39.203000000008615
INATRANDOM-14585118.jpg,-1,bad,9.26600000000326
INATRANDOM-14703629.jpg,-1,bad,3.0
INATRANDOM-14738169.jpg,0,dorsal,13.953000000008615
INATRANDOM-14778069.jpg,1,dorsolateral,4.0
INATRANDOM-14907262.jpg,1,dorsolateral,6.202999999979511
INATRANDOM-14913309.jpg,0,lateral,2.8910000000032596
INATRANDOM-15043731.jpg,-1,bad,1.4219999999913853
INATRANDOM-15119988.jpg,1,dorsal,3.9530000000086147
INATRANDOM-15126565.jpg,1,dorsolateral,5.967999999993481
INATRANDOM-15138951.jpg,0,dorsal,3.5320000000065193
INATRANDOM-15145235.jpg,0,lateral,3.25
INATRANDOM-15188837.jpg,0,dorsolateral,7.89000000001397
INATRANDOM-15254030.jpg,-1,bad,1.577999999979511
INATRANDOM-15318868.jpg,-1,bad,4.532000000006519
INATRANDOM-15599780.jpg,-1,bad,5.937999999994645
INATRANDOM-15613095.jpg,-1,bad,0.9059999999881256
INATRANDOM-15621234.jpg,0,dorsal,4.0939999999827705
INATRANDOM-15854038.jpg,0,lateral,6.047000000020489
INATRANDOM-15932682.jpg,0,dorsal,29.328000000008615
INATRANDOM-16111370.jpg,-1,bad,6.187000000005355
INATRANDOM-16196551.jpg,-1,bad,13.905999999988126
INATRANDOM-16232363.jpg,1,lateral,9.01500000001397
INATRANDOM-1628263.jpg,0,lateral,14.48399999999674
INATRANDOM-17252164.jpg,0,dorsal,6.4689999999827705
INATRANDOM-17268579.jpg,0,dorsolateral,6.73399999999674
INATRANDOM-1732764.jpg,-1,bad,1.5
