file,class,is_perfect,time
INATRANDOM-100102274.jpg,lateral,0,13.610000000000582
INATRANDOM-100461327.jpg,bad,-1,1.4380000000001019
INATRANDOM-10078407.jpg,dorsolateral,0,6.719000000000051
INATRANDOM-100941594.jpg,bad,-1,3.782000000000153
INATRANDOM-10107222.jpg,bad,-1,1.780999999999949
INATRANDOM-101224533.jpg,dorsal,0,85.7489999999998
INATRANDOM-101284254.jpg,lateral,0,6.1249999999990905
INATRANDOM-101640153.jpg,bad,-1,2.375
INATRANDOM-101643586.jpg,dorsal,0,22.82800000000043
INATRANDOM-101731290.jpg,bad,-1,13.155999999999949
INATRANDOM-101957385.jpg,lateral,0,10.030999999999949
INATRANDOM-102320601.jpg,bad,-1,9.515000000000327
INATRANDOM-10297952.jpg,bad,-1,2.9390000000003056
INATRANDOM-103706862.jpg,lateral,0,9.485000000000582
INATRANDOM-10383399.jpg,bad,-1,0.9690000000000509
INATRANDOM-104445001.jpg,lateral,1,10.280999999999949
INATRANDOM-104879628.jpg,bad,-1,0.9369999999998981
INATRANDOM-10515484.jpg,lateral,0,28.39100000000053
INATRANDOM-10540578.jpg,dorsolateral,0,1.905999999999949
INATRANDOM-105632256.jpg,dorsolateral,0,2.592999999999847
INATRANDOM-105685561.jpg,dorsolateral,0,2.70299999999952
INATRANDOM-10573934.jpg,bad,-1,2.608999999999469
INATRANDOM-10592003.jpg,lateral,0,9.844000000000051
INATRANDOM-106127884.jpg,bad,-1,33.79699999999957
INATRANDOM-106200522.jpg,lateral,0,16.125
INATRANDOM-107156852.jpg,dorsolateral,0,9.79699999999957
INATRANDOM-107170854.jpg,dorsal,0,3.2499999999990905
INATRANDOM-10737145.jpg,dorsal,0,4.0
INATRANDOM-10746244.jpg,dorsal,1,10.155999999999949
INATRANDOM-108458050.jpg,dorsal,1,2.561999999999898
INATRANDOM-108482394.jpg,dorsolateral,0,17.75
INATRANDOM-1088722.jpg,lateral,1,10.155999999999949
INATRANDOM-109080476.jpg,dorsal,1,4.484000000000378
INATRANDOM-109701307.jpg,lateral,0,3.8599999999996726
INATRANDOM-110065812.jpg,dorsal,0,7.436999999999898
INATRANDOM-110610445.jpg,dorsolateral,0,58.51499999999942
INATRANDOM-110960668.jpg,bad,-1,4.75
INATRANDOM-111257526.jpg,bad,-1,1.6719999999995707
INATRANDOM-111293952.jpg,bad,-1,1.6089999999994689
INATRANDOM-111435331.jpg,bad,-1,4.780999999999949
INATRANDOM-111474831.jpg,dorsal,0,2.967999999999847
INATRANDOM-11152642.jpg,dorsolateral,0,7.609000000000378
INATRANDOM-112155424.jpg,bad,-1,12.342999999999847
INATRANDOM-1123832.jpg,lateral,1,9.608999999999469
INATRANDOM-113243788.jpg,lateral,0,3.280999999999949
INATRANDOM-113482056.jpg,dorsal,0,30.25
INATRANDOM-113895628.jpg,dorsolateral,0,7.54700000000048
INATRANDOM-114313963.jpg,lateral,0,25.23400000000038
INATRANDOM-114489617.jpg,dorsal,0,2.719000000000051
INATRANDOM-11475352.jpg,dorsal,0,2.2039999999997235
INATRANDOM-114858835.jpg,dorsal,1,7.015000000000327
INATRANDOM-115117726.jpg,bad,-1,2.155999999999949
INATRANDOM-115231996.jpg,dorsolateral,1,7.875
INATRANDOM-115454503.jpg,dorsal,0,8.92200000000048
INATRANDOM-115637125.jpg,lateral,0,3.1719999999995707
INATRANDOM-116615825.jpg,dorsolateral,0,7.671999999997752
INATRANDOM-11673612.jpg,lateral,0,6.9999999999972715
INATRANDOM-116756447.jpg,lateral,0,19.96799999999712
INATRANDOM-116785717.jpg,dorsal,0,11.937999999991916
INATRANDOM-117047964.jpg,lateral,0,16.546999999991385
INATRANDOM-117665070.jpg,dorsolateral,0,3.561999999999898
INATRANDOM-117772506.jpg,lateral,0,30.21899999999914
INATRANDOM-117780029.jpg,bad,-1,8.235000000000582
INATRANDOM-117780536.jpg,lateral,0,4.2039999999997235
INATRANDOM-1204056.jpg,lateral,0,5.344000000000051
INATRANDOM-12122495.jpg,dorsolateral,0,17.78099999999995
INATRANDOM-12359314.jpg,lateral,0,9.296000000000276
INATRANDOM-12455613.jpg,dorsal,0,17.25
INATRANDOM-12463779.jpg,dorsolateral,0,1.75
INATRANDOM-12566981.jpg,bad,-1,2.2969999999995707
INATRANDOM-12588289.jpg,dorsal,0,2.04700000000048
INATRANDOM-12660406.jpg,dorsolateral,0,2.54700000000048
INATRANDOM-12662082.jpg,dorsal,1,2.891000000000531
INATRANDOM-12679724.jpg,dorsolateral,0,3.7960000000002765
INATRANDOM-12758550.jpg,dorsolateral,0,2.25
INATRANDOM-12899249.jpg,lateral,0,2.5
INATRANDOM-12908207.jpg,bad,-1,28.875
INATRANDOM-13134498.jpg,bad,-1,0.9219999999995707
INATRANDOM-13184755.jpg,dorsal,0,1.594000000000051
INATRANDOM-13227677.jpg,dorsal,0,1.3909999999996217
INATRANDOM-13306500.jpg,lateral,0,1.5469999999995707
INATRANDOM-13339069.jpg,dorsolateral,0,2.219000000000051
INATRANDOM-13339772.jpg,lateral,0,3.3280000000004293
INATRANDOM-13351408.jpg,bad,-1,1.4070000000001528
INATRANDOM-13433004.jpg,bad,-1,9.29700000000048
INATRANDOM-13449029.jpg,bad,-1,1.530999999999949
INATRANDOM-13464791.jpg,lateral,0,2.875
INATRANDOM-13521075.jpg,lateral,0,8.108999999999469
INATRANDOM-13646762.jpg,dorsal,0,6.390000000000327
INATRANDOM-13660751.jpg,bad,-1,1.0779999999995198
INATRANDOM-1368211.jpg,dorsolateral,0,1.5159999999996217
INATRANDOM-13782883.jpg,dorsolateral,0,2.438000000000102
INATRANDOM-13782903.jpg,lateral,0,1.655999999999949
INATRANDOM-13962100.jpg,dorsolateral,0,8.625
INATRANDOM-13994005.jpg,lateral,0,4.17200000000048
INATRANDOM-14077030.jpg,lateral,0,24.15599999999995
INATRANDOM-14079360.jpg,bad,-1,14.5
INATRANDOM-14084925.jpg,lateral,0,2.030999999999949
INATRANDOM-14098608.jpg,dorsolateral,0,10.53099999999904
INATRANDOM-14123470.jpg,dorsolateral,0,1.7659999999996217
INATRANDOM-14123490.jpg,lateral,0,4.125
INATRANDOM-14228316.jpg,lateral,0,19.65599999999904
INATRANDOM-14321628.jpg,bad,-1,2.7820000000010623
INATRANDOM-14348810.jpg,lateral,0,7.046999999998661
INATRANDOM-14466624.jpg,bad,-1,0.9849999999987631
INATRANDOM-14485576.jpg,dorsal,0,3.514999999999418
INATRANDOM-14495373.jpg,lateral,0,1.8589999999985594
INATRANDOM-14527876.jpg,lateral,0,6.20299999999952
INATRANDOM-14543632.jpg,bad,-1,1.0940000000009604
INATRANDOM-14562070.jpg,bad,-1,1.3440000000009604
INATRANDOM-14576768.jpg,bad,-1,1.4690000000009604
INATRANDOM-14617427.jpg,lateral,0,2.75
INATRANDOM-14650979.jpg,dorsolateral,0,2.4680000000007567
INATRANDOM-14694310.jpg,bad,-1,3.04700000000048
INATRANDOM-14706151.jpg,lateral,0,15.484999999998763
INATRANDOM-147541.jpg,bad,-1,7.108000000000175
INATRANDOM-14764707.jpg,dorsal,0,8.406999999999243
INATRANDOM-14807027.jpg,lateral,0,2.17200000000048
INATRANDOM-14808492.jpg,bad,-1,10.061999999999898
INATRANDOM-14905753.jpg,dorsal,1,2.4219999999986612
INATRANDOM-14910271.jpg,lateral,0,12.609999999998763
INATRANDOM-14944830.jpg,dorsolateral,0,1.5470000000004802
INATRANDOM-14983988.jpg,lateral,0,1.2819999999992433
INATRANDOM-15063852.jpg,dorsal,0,12.25
INATRANDOM-15094553.jpg,lateral,0,2.0160000000014406
INATRANDOM-15121780.jpg,lateral,0,1.9530000000013388
INATRANDOM-15145282.jpg,bad,-1,1.0159999999996217
INATRANDOM-15273543.jpg,lateral,0,1.625
INATRANDOM-15299737.jpg,dorsal,0,3.7030000000013388
INATRANDOM-15328013.jpg,lateral,0,4.625
INATRANDOM-15342647.jpg,lateral,0,5.82799999999952
INATRANDOM-15346791.jpg,bad,-1,1.3130000000001019
INATRANDOM-15398526.jpg,lateral,0,1.125
INATRANDOM-1540145.jpg,dorsolateral,0,1.4840000000003783
INATRANDOM-1543363.jpg,lateral,0,1.6720000000004802
INATRANDOM-15485239.jpg,lateral,0,3.5319999999992433
INATRANDOM-15517376.jpg,dorsal,0,24.063000000000102
INATRANDOM-15585081.jpg,dorsolateral,0,2.2809999999990396
INATRANDOM-15702397.jpg,bad,-1,0.9850000000005821
INATRANDOM-15817553.jpg,dorsal,0,1.375
INATRANDOM-15867312.jpg,lateral,1,4.20299999999952
INATRANDOM-15878046.jpg,lateral,1,2.109999999998763
INATRANDOM-15989078.jpg,lateral,0,1.5469999999986612
INATRANDOM-16002344.jpg,lateral,0,1.3909999999996217
INATRANDOM-16146727.jpg,lateral,0,1.0159999999996217
INATRANDOM-16191984.jpg,lateral,0,2.3439999999991414
INATRANDOM-16194763.jpg,lateral,0,1.4839999999985594
INATRANDOM-16237482.jpg,bad,-1,18.95299999999952
INATRANDOM-16258135.jpg,dorsal,1,1.8589999999985594
INATRANDOM-16353149.jpg,dorsal,0,2.264999999999418
INATRANDOM-1642235.jpg,lateral,0,5.859999999998763
INATRANDOM-1643437.jpg,lateral,0,1.6569999999992433
INATRANDOM-16507158.jpg,lateral,0,2.3910000000014406
INATRANDOM-16774308.jpg,dorsal,0,1.1720000000004802
INATRANDOM-16826204.jpg,lateral,0,1.0779999999995198
INATRANDOM-16971535.jpg,bad,-1,7.563000000000102
INATRANDOM-17265939.jpg,dorsolateral,0,2.125
INATRANDOM-1738422.jpg,dorsal,0,5.235000000000582
INATRANDOM-1739985.jpg,lateral,0,1.9380000000001019
INATRANDOM-17593591.jpg,dorsolateral,0,13.42200000000048
INATRANDOM-17884784.jpg,dorsolateral,0,1.9060000000008586
INATRANDOM-1790247.jpg,bad,-1,1.5
INATRANDOM-17988100.jpg,bad,-1,8.313000000000102
INATRANDOM-18000578.jpg,dorsal,0,4.311999999999898
INATRANDOM-18035128.jpg,lateral,0,2.1560000000008586
INATRANDOM-18127749.jpg,lateral,0,8.843000000000757
INATRANDOM-1835639.jpg,lateral,0,3.1409999999996217
INATRANDOM-18438904.jpg,lateral,1,5.421999999998661
INATRANDOM-18462657.jpg,lateral,0,5.593000000000757
INATRANDOM-1871722.jpg,bad,-1,1.860000000000582
INATRANDOM-18736283.jpg,lateral,0,1.375
INATRANDOM-18762504.jpg,dorsal,0,1.265000000001237
INATRANDOM-1883674.jpg,lateral,1,20.32799999999952
INATRANDOM-1889320.jpg,bad,-1,2.0310000000008586
